index,Text,Tag,sentence_id
89,maruko linh,[1. 0. 0.],89
90,ảnh này ở video superheroo nghe buồn não ruột _ _,[1. 0. 0.],90
91,anh tik nói quá đúng luôn,[1. 0. 0.],91
92,bavi,[1. 0. 0.],92
93,ở đây ai là chủ,[1. 0. 0.],93
94,minh_mẫn vcl,[0. 1. 0.],94
95,chú bòn em chặt chứ ko ăn nha,[1. 0. 0.],95
96,cực_kì thuyế.hác xì.á chết mẹ .,[1. 0. 0.],96
97,lee quang tôi toàn nghe nhạc của bùi_anh_tuấn hà anh_tuấn nghe mấy bài này ko thấm nổi,[1. 0. 0.],97
98,nguyễn_trọng thái người ta nói bạn đợi nhưng bạn có biết bạn đang đợi cái lone gì không . hay_là đợi thiệp hồng,[1. 0. 0.],98
99,"có anh độ , tết lúc_nào chả vui",[1. 0. 0.],99
100,nghe_nói trước_đây số_thành phần người hà_nội kì_thị dân vĩnh_phúc đúng không nhỉ . bh sao thì mấy ngừoi đó bị lây hết chưa ấy nhể,[1. 0. 0.],100
101,huy_hoàng,[1. 0. 0.],101
102,thảo ng thua tại dốt av qa v,[1. 0. 0.],102
103,,[1. 0. 0.],103
104,dần_dần thấy jack mất hay,[1. 0. 0.],104
105,dì ê dì _ là trai hay gái ạ,[1. 0. 0.],105
106,vợ cuốc sư là bùi_kim_thành còn vợ_nhỏ là lisa phạm,[1. 0. 0.],106
107,trước khi cắm lên đầu em cái sừng nó cũng bảo y_như thế,[1. 0. 0.],107
108,éo nha liu liu,[0. 1. 0.],108
109,name,[1. 0. 0.],109
110,cận thận nhà ae,[1. 0. 0.],110
111,idol,[1. 0. 0.],111
112,duyên phạm ghê tr nay văn_chương dữ hén,[1. 0. 0.],112
113,xin ạ,[1. 0. 0.],113
114,hoàng_minh,[1. 0. 0.],114
115,anh trung magic,[1. 0. 0.],115
116,"có một sự tồn_tại của đàn bò mang tên cực_kỳ thuyết_phục , có sở_thích là nhai đi nhai_lại , mục_đích của chúng trên hành_tinh này vẫn chưa có lời giải_đáp , theo như các nhà động_vật_học cho biết loài bò này có lối sống hoang_dâm truỵ_lạc , có_thể động_dục bất_cứ lúc_nào , con_số của loài này đang được gia_tăng đáng_kể .",[0. 0. 1.],116
117,ckmkm là gì á mn,[1. 0. 0.],117
118,cho toyy xin in fb hoặc sđt zalo hay ig được hong,[1. 0. 0.],118
119,chị chữi là chị cứu_nhân_độ_thế,[1. 0. 0.],119
120,nghi_vấn thầy chà trộn ttbl tu,[1. 0. 0.],120
121,lại hợp sâm clm đến v thì ff,[0. 1. 0.],121
122,dao chặt không đứt kkkkk,[1. 0. 0.],122
123,hồng thy cái giọng_điệu nói cảm_thấy hao_hao giống .,[1. 0. 0.],123
124,nhanh thực_sự,[1. 0. 0.],124
125,đồng nhung máy_bay phalcon tỷ belike,[1. 0. 0.],125
126,so pre tài_trợ độ tây ngày hôm ngày,[1. 0. 0.],126
127,nghe kể chuyện tí rồi làm tiếp a thanh le,[1. 0. 0.],127
128,hoàng_anh từ tư,[1. 0. 0.],128
129,dep trai moi co nhieu dua yeu,[1. 0. 0.],129
130,bt các bạn phan cuồng chửi vậy mik đã ko nêu ra ý_kiến cá_nhân,[1. 0. 0.],130
131,thêm một người bị cộng_sản nhồi_sọ không biết sao có_thể nạo ra được hết chất bã trong đầu,[0. 0. 1.],131
132,nghe giọng nứkg quá abe,[0. 1. 0.],132
133,ông làm bố tôi hơi lâu rồi đấy tùng sói said,[1. 0. 0.],133
134,vì refund top nên tối nay mình xin phép ea.blabla,[1. 0. 0.],134
135,anh trung giả kim,[1. 0. 0.],135
136,có khả_năng tối nay anh bị ngủ ngoài đường tu bi con tờ niu,[1. 0. 0.],136
137,bùn nhở,[1. 0. 0.],137
138,pháo_thủ toang cmnl,[1. 0. 0.],138
139,bóng khùng bóng điên,[0. 1. 0.],139
140,làm thêm chục củ mở hòm csgo anh êi v,[1. 0. 0.],140
141,lê_huyền người ư sinh_vật hạ_đẳng chứ ngươi ai lam thế .,[0. 0. 1.],141
142,cao_lãnh với chúng_tôi làyy,[1. 0. 0.],142
143,làm nhẹ cho nó ok,[1. 0. 0.],143
144,,[1. 0. 0.],144
145,ặc,[1. 0. 0.],145
146,ai xin inb tôi đi,[1. 0. 0.],146
147,"goodnow tran lo ở nhà đi ra ngoài tiết diên mày bị mắc bệnh giờ , tui cam_đoan là như dị",[1. 0. 0.],147
148,"nhìn chị minh hiếu có duyên hết_sức , nói_chuyện rất chân_thật , mặc_dù mỗi lần live chửi rất táo_tợn nhưng nghe và nhìn chị ấy rất thánh_thiện và chất . chúc chị luôn vui khoẻ và hp . mong có dịp sẽ được gặp chị",[1. 0. 0.],148
149,dễ_thương và duyên quá cô ơi . love cô .,[1. 0. 0.],149
150,lê_thị bích hồng tk trẩu,[0. 0. 1.],150
151,nhớ nuôi kiểu tóc này mới đủ combo nhé ae,[1. 0. 0.],151
152,chang_chang,[1. 0. 0.],152
153,nguyễn_trang nói thật mị,[1. 0. 0.],153
154,ng thì giết mạng . ng thì feed tụt lol,[1. 0. 0.],154
155,có pải nổ lực là có được đâu.pải có chút gọi là may_mắn nữa,[1. 0. 0.],155
156,_panda thái đã xem,[1. 0. 0.],156
157,luôn ủng_hộ katm,[1. 0. 0.],157
158,còn bạn này nữa thầy ơi,[1. 0. 0.],158
159,giong cuôn vc,[1. 0. 0.],159
160,nguyễn_đào_nguyên,[1. 0. 0.],160
161,thế thua gì bác . k công_khai mà cả vn điều biết tên e nó bác nghĩ ngta đón được sao,[1. 0. 0.],161
162,ai ki nghe nói cũng đi ý về,[1. 0. 0.],162
163,không có thì sản_xuất ra _,[1. 0. 0.],163
164,hợp_lí anh ơi,[1. 0. 0.],164
165,đc anh ui,[1. 0. 0.],165
166,con_người sao lại như_vậy,[1. 0. 0.],166
167,bảo dan tri thap thì tự_ái,[0. 1. 0.],167
168,tại_sao phải trả_lời thầy,[1. 0. 0.],168
169,cai trend nghe co ve mai chung no vân chưa chan nhi,[1. 0. 0.],169
170,đang lúc dầu sôi lửa bỏng bay kiếm clmn hay gì á rồi đem bênh về đây cho nhà_nước nuôi tốn cơm tốn gạo,[0. 1. 0.],170
171,con nho nay hom truoc chui ong ba cha me ca nguoi vn la minh biet no bi ma nhap no truoc khi bi chet . . gao thet kinh hon de truoc khi xuong dia nguc .,[1. 0. 0.],171
172,anh minh chậm cái con cặc,[0. 0. 1.],172
173,reaction thầy ơi,[1. 0. 0.],173
174,đoạn đánh răng chiếm quá nhiều thgian,[1. 0. 0.],174
175,"đù dại ghê , bọn đấy ngày nào nó cũng lên phường xiên cho nó cái , đuợc tiếng luôn , vào khám mấy anh_chị cũng thương , xiên hết mọi thằng trên phường luôn cho nó sum",[0. 1. 0.],175
176,chị cho e triệu đi làm chymmm đi huhuh,[1. 0. 0.],176
177,tóm_lại là chửi nhau phải có văn_hoá e thích page rồi đấy,[1. 0. 0.],177
178,a tiệp,[1. 0. 0.],178
179,khi đi nhớ đem theo susan nha thầy,[1. 0. 0.],179
180,cái tay cái tay,[1. 0. 0.],180
181,vẫn có người tặng quà va len thai cho mình mn ạ .,[1. 0. 0.],181
182,giật cho mất mẹ cả cái mụn ruồi,[1. 0. 0.],182
183,tóm_lại là con gái hay trai . . bực_mình vl nhìn hoài ko ra,[0. 1. 0.],183
184,đào hà văn rinaky cn anh_chị ơi cẩn_thận nhé ạ,[1. 0. 0.],184
185,điều_kiện hạn_chế viruss phát_tán có_thể là phòng trên độ là cơ_bản . còn mọi thứ điều cis thể . hãy đọc kĩ những bài nói về viruss corona the trang chính_thống nha,[1. 0. 0.],185
186,bắt được đừng chữa nhốt vào cho chết luôn.loại này đừng để đẻ trứng,[0. 0. 1.],186
187,optimusthree với sức_mạnh,[1. 0. 0.],187
188,,[1. 0. 0.],188
189,hahahaha,[1. 0. 0.],189
190,"ô thế mọi người k bit ak , trần dần mắc bệnh từ khi chưa có dịch ak.ông này mắc loại bệnh còn nguy_hiểm hơn covid .",[1. 0. 0.],190
191,đồng_bọn nhỏ đó khi zo tù,[1. 0. 0.],191
192,nguyễn_thị luận hà_nam cũng vậy,[1. 0. 0.],192
193,gáy to thế mi_anh,[1. 0. 0.],193
194,bảo tín đi du_lịch gặp con gì ngứa ngứa ở biển e đã sợ lắm r sao xuất_hiện con này nữa,[1. 0. 0.],194
195,"học cách kiểm_soát bộ_não của mình đi , thích thì tiến tới , ghét thì bỏ_qua",[1. 0. 0.],195
196,phạm linh ko co cl,[0. 1. 0.],196
197,qtrong gì trước_sau gì chẳng về nhà,[1. 0. 0.],197
198,tức diêng là idol vẫn còn ngon cơm . tức diêng là mắt_thấy_tai nghe chứ ko phải nằm chiêm_bao,[1. 0. 0.],198
199,con thương cô lắm,[1. 0. 0.],199
200,cực_kỳ thu .,[1. 0. 0.],200
201,thánh chửi lãnh án,[1. 0. 0.],201
202,xe chở súc_vật mong người_dân hãy tránh xa đề_phòng súc_vật phóng_uế lung_tung làm mất vệ_sinh .,[0. 0. 1.],202
203,à thế bạn ý hát bài j jui có ai giới_thiệu cho mình đc ko . lâu jui mình chẳng nghe bài hát mới nào cả,[1. 0. 0.],203
204,"chúc anh_em năm mới vui_vẻ , an_khang thịnh_vượng .",[1. 0. 0.],204
205,có táo_quân thỳ mới là tết chứ,[1. 0. 0.],205
206,"samsung vẫn đi làm bth nhé , mỗi ngày đi làm là ngày vui",[1. 0. 0.],206
207,chú trung đầu l chứ chú tí đầu lân clg,[0. 0. 1.],207
208,"chi đep qua chi , e thích qua",[1. 0. 0.],208
209,oh shjt,[0. 1. 0.],209
210,cáo_từ,[1. 0. 0.],210
211,nhật long toang . kiểu ni còn lâu lắm,[1. 0. 0.],211
212,hiếu bùi_sủa dơ,[0. 0. 1.],212
213,ok trung bảnh,[1. 0. 0.],213
214,,[1. 0. 0.],214
215,ad nói_phét à bê_tông ăn thế_nào đc,[1. 0. 0.],215
216,con thuong co ba,[1. 0. 0.],216
217,á nhà tiên_tri ủng_hộ nghị_quyết rồi nhé,[1. 0. 0.],217
218,nguyễn_thị phương bạn ơi cho mình xin ảnh để sống ảo đc k ạ,[1. 0. 0.],218
219,chào nhà_báo vũ hoàng lân . chào danh_hài vũ_trụ trần tiger,[1. 0. 0.],219
220,ok đẹp_trai v,[1. 0. 0.],220
221,lan hoa tùng có dùng acc clone đi cmt đâu . dạo,[1. 0. 0.],221
222,ăn_bận như cac họ,[0. 1. 0.],222
223,cực_kì thuyết p .,[1. 0. 0.],223
224,nhảy thế kia nhỡ may tiếp đất ko chuẩn lại ngã thì sao . thôi tôi_tớ nhiều cứ bảo thằng ra cõng cho chắc .,[1. 0. 0.],224
225,reaction thầy ơi,[1. 0. 0.],225
226,chửi hay lắm ad,[1. 0. 0.],226
227,chào nhéee,[1. 0. 0.],227
228,thu trang,[1. 0. 0.],228
229,đau_đầu vl,[1. 0. 0.],229
230,mày nói như lồn . bọn đa_cấp nó đóng thuế còn gấp chục lần doanh_nghiệp . tao cho thằng thớt ăn lồn không oan chứ thằng bên dưới,[0. 0. 1.],230
231,thế cơ á,[1. 0. 0.],231
232,"day khong phai la con nguoi nua , tinh_tinh tinh ,",[0. 1. 0.],232
233,tks thầy nha,[1. 0. 0.],233
234,quá ngu lồn đi,[0. 1. 0.],234
235,fan cô minh hiếu đâu taaaa,[1. 0. 0.],235
236,nguyen ngoc tam gia phú phải không,[1. 0. 0.],236
237,tình đồng_chí thật kiên trungsách lịch_sử dạy giặc tra_tấn dã_man thế_nào cũng không mở mồm có,[0. 0. 1.],237
238,bác dần chớm có tình yêu nước r đấy,[1. 0. 0.],238
239,toang quá thầy ơiiii,[1. 0. 0.],239
240,làm cái đéo gì thì làm đừng để ng ta nhắc đến vn là gắn với từ ăn_cắp,[0. 1. 0.],240
241,chị ba nói_chuyện dễ_thương quá,[1. 0. 0.],241
242,.,[1. 0. 0.],242
243,cả nước đồng_lòng riêng em thi ko,[1. 0. 0.],243
244,còn ngưỡng_mộ có ba nhé hihihi,[1. 0. 0.],244
245,báo công_an đi rồi quản_lý thị_trường hốt em luôn_thể .,[1. 0. 0.],245
246,im mẹ đi thằng mặt lon,[0. 0. 1.],246
247,thằng ad này não bị delay năm à,[0. 0. 1.],247
248,,[1. 0. 0.],248
249,how to nói đểu vợ,[1. 0. 0.],249
250,mới hả mn,[1. 0. 0.],250
251,ad hãy tìm số báo nào của báo quân_đội khi viết barách ôbama và đôna trăm . vãi báo,[0. 1. 0.],251
252,bọn chó sủa bậy,[0. 1. 0.],252
253,thì_ra thầy đã có tính tấu hài từ lúc làm tuyển_thủ chuyên_nghiệp,[1. 0. 0.],253
254,sếp nhà mình cũng thế,[1. 0. 0.],254
255,bon comcom đơn_vị tác_chiến điện_tử vs nhật_ký yêu nước dm chúng_mày vào mà đọc . tưởng ai cũng như chúng_mày hết đấy,[0. 0. 1.],255
256,các em nầy khi vào báo_công ngủ với ác hồ thì phải chỉa vào mặt ác hồ như_thế nầy nè,[0. 0. 1.],256
257,giận méo_mặt,[1. 0. 0.],257
258,mv khá chất_lượng,[1. 0. 0.],258
259,đi làm cũng khổ,[1. 0. 0.],259
260,thầy duo với levi để tú bơ_vơ,[1. 0. 0.],260
261,lại người nữa ra đi,[1. 0. 0.],261
262,bac ơi choi quá,[1. 0. 0.],262
263,tự_hào quá vn ơi,[1. 0. 0.],263
264,khổ_thân anh độ giải này mà nát mấy ông anti lại um lên cho mà xem . rồi team lại đủ thứ buồn . còn ngày_mai nữa mong các anh cố_gắng,[1. 0. 0.],264
265,ai yêu ib nhé,[1. 0. 0.],265
266,chu hoài tạo_hình suốt mà giờ mới trend,[1. 0. 0.],266
267,em mê con_nhỏ ngoài trần duy hưng nhưng phải cố_gắng nhiều hơn,[1. 0. 0.],267
268,tại mấy a tàu mà ra,[1. 0. 0.],268
269,sợ thật ấy,[1. 0. 0.],269
270,xin phép cả nhà nhaaaa,[1. 0. 0.],270
271,so với nghệ_thuật sắp_đặt trị_giá . tỷ vnd của ông hoàng trung hải thì tác_phẩm trái chuối . rất là chuối,[1. 0. 0.],271
272,nước_hoa đểu lấy đâu ra xịn hot girl méo gì nhìn xấu vkl thề,[0. 0. 1.],272
273,"sam luôn_luôn đi theo cặp nhé , con chồng lên nhau ý",[1. 0. 0.],273
274,trường_giang no no . đg chỉ_trích vì tính ích_kỷ . k nghĩ cho ngkhac . chứ bả sống thì tốt th chứ có j đâu,[1. 0. 0.],274
275,", .",[1. 0. 0.],275
276,chúc_mừng năm mới,[1. 0. 0.],276
277,quân tâm ae có link xem chưa bao phê luôn ae ơi,[1. 0. 0.],277
278,thầy làm gì cũng được đừng ra mv hát là được nha thầy . nói chứ dm mãi yêu thầy,[1. 0. 0.],278
279,cứ như là kịch_bản hay cho việc hợp_lý_hoá xây sân_bay long_thành,[1. 0. 0.],279
280,cổ_động_viên quảng_ninh nhưng rất thích chất cổ_động_viên hải_phòng,[1. 0. 0.],280
281,đưa ô già đi trốn hợp_lý hơn,[1. 0. 0.],281
282,suni hạ linh sau khi thấy vid này,[1. 0. 0.],282
283,bóng dơ,[0. 0. 1.],283
284,mai ánh thi có nha em ơi ibx nha,[1. 0. 0.],284
285,có tiền đi đường quyền,[1. 0. 0.],285
286,trần bình trọng vừa xog k like các bác sống nhanh vl,[0. 1. 0.],286
287,tôi nghĩ tiền không làm gì được các ông ạ,[1. 0. 0.],287
288,nhớ đến đấng nha gà,[1. 0. 0.],288
289,mê cô quá,[1. 0. 0.],289
290,"vô_tình thấy , giống anh quá",[1. 0. 0.],290
291,đặng_thái hoàng châu dư_âm từ năm này sang năm khác,[1. 0. 0.],291
292,tú ko cho anh blue và cái kết,[1. 0. 0.],292
293,fan cứng nè,[1. 0. 0.],293
294,"em đây anh ơi , bây_giờ em mới nhận ra bên em còn có người anh tuyệt_vời như anh anh độ ạ",[1. 0. 0.],294
295,i love you to ca mo,[1. 0. 0.],295
296,đumoe nói_leo,[0. 1. 0.],296
297,"pha đánh răng ám_ảnh nhất lịch_sử điện_ảnh , có_thể lưu_truyền mọi thời_đại , là biểu_tượng để các diễn_viên học_tập theo",[1. 0. 0.],297
298,đu.má tu.biên tu.din luon .,[0. 1. 0.],298
299,,[1. 0. 0.],299
300,"hoc cc gi nua , ve san voi ma kiem an z",[0. 1. 0.],300
301,thanh phương c làm bài review đi c,[1. 0. 0.],301
302,đình quang thô nhưnh thật quá bác ạ,[1. 0. 0.],302
303,abe có_thể chiếm_đoạt được trái_tim của tiểu tiểu nhưng riêng blue của tiểu tiểu thì abe tuổi lol chiếm_đoạt được vv,[1. 0. 0.],303
304,đúng là chó làm người phải chịu . haizzz,[0. 1. 0.],304
305,bùi_minh huệ crush ưii . anh thích em đó,[1. 0. 0.],305
306,cô minh hiếu nói_chuyện thật_thà dễ_thương quá,[1. 0. 0.],306
307,ai biết tên kiểu này là gì không ạ,[1. 0. 0.],307
308,uống nước là đi tù,[0. 1. 0.],308
309,đéo hiểu kiểu gì,[0. 1. 0.],309
310,e chúc_panda của abe iu dấu vui_vẻ nhé và đừng quên xoá kênh,[1. 0. 0.],310
311,đờ mờ cuộc_sống,[0. 1. 0.],311
312,phải xử_lý hình_sự mới sáng_mắt ra đc,[1. 0. 0.],312
313,dạo này nước mỹ ko dc an_toàn . sao không thấy cây súng của nhà tien tri vậy,[1. 0. 0.],313
314,em về tộc anh r nhưng chưa có fc,[1. 0. 0.],314
315,kho chiu vai,[1. 0. 0.],315
316,ri thì như thor luôn,[1. 0. 0.],316
317,góp vui một_tí,[1. 0. 0.],317
318,mọi người xin dành chút thời_gian nguyên góp mỗi người like vào ảnh đại_diện của tôi được hong,[1. 0. 0.],318
319,triệu_hồi phúc nghẹo.trọng lú,[0. 0. 1.],319
320,"nói z thôi cho dân_chúng bớt xoắn lên nhưng thực chắc cũng đâu_vào_đấy . nó chơi ngầm thì đố ai biết . cái nhà_nước này nó nát bét hết rồi . các bác đừng có mơ làm nhà_nước nữa , từ cấp đã xác_định là làm nghề gì mà k liên qua nhà_nước rồi , vì tao biết g",[0. 0. 1.],320
321,thời_gian ủ_bệnh lên tới ngày khả_năng cao vẫn phải cách_li theo_dõi thêm,[1. 0. 0.],321
322,mặt độ trông buồn_cười vl kiểu con ơi cho bố cầm ms kkk,[1. 0. 0.],322
323,pha xử_lí hay nhất từng xem,[1. 0. 0.],323
324,thêm quả carô ở trong nữa nhìn chán,[1. 0. 0.],324
325,bà này đỉnh thật . nữ_tướng đáng khâm_phục . giá_như mà việt_nam có sự lãnh_đạo của bà thay cho ntkn thì hay cho đất_nước .,[1. 0. 0.],325
326,dư_luận_viên vào ẳng nào v,[0. 0. 1.],326
327,from,[1. 0. 0.],327
328,nghe kì kì sao á . con trai với mẹ mà liệu mấy cái lời nghe,[1. 0. 0.],328
329,lisa cai_lậy,[1. 0. 0.],329
330,tq hắc xì cả thế_giới phải rung_chuyển,[1. 0. 0.],330
331,nghiệp bê đê nặng lắm r má ơi,[0. 0. 1.],331
332,duy trần xin video với,[1. 0. 0.],332
333,yêu thầy dấu bé,[1. 0. 0.],333
334,nó giống vãi lol a ưi,[1. 0. 0.],334
335,cũng đã đến lúc những người làm công_tác bảo_vệ an ninh.các khu_phố cần vào_cuộc . vì hình_ảnh của đất_nước không để mấy thằng lưu_manh làm mất_mặt được,[0. 0. 1.],335
336,add e muốn mua cái này mua ở đâu ạ .,[1. 0. 0.],336
337,lại lên_cơn hoang_tưởng bậc cao hơn,[1. 0. 0.],337
338,nguyễn_minh bộ ba siêu phẩm r sao đọ,[1. 0. 0.],338
339,phương minn ngộ_nghĩnh nhỉ lạ lone nhỉ rõ_ràng cố_tình tạo phốt để bán hàng online mà làm như hay lắm . sống dơ v ai mua đồ cho trời .,[0. 0. 1.],339
340,chiến trần chuẩn,[1. 0. 0.],340
341,yo min,[1. 0. 0.],341
342,hình_như thiếu x,[1. 0. 0.],342
343,chỉ chịch xã_giao thôi,[0. 1. 0.],343
